title,time,init,link,paraContainKeyword
"Giá vàng giảm nhẹ, USD tự do và ngân hàng cùng tăng",04/04/2018 12:13,Giá vàng thế giới thời gian gần đây giằng co khá mạnh dưới tác động của nhiều yếu tố...,http://vneconomy.vn/gia-vang-giam-nhe-usd-tu-do-va-ngan-hang-cung-tang-20180404105201089.htm,"Lúc hơn 10h trưa nay, Tập đoàn DOJI niêm yết giá vàng SJC cho thị trường Hà Nội ở mức 36,72 triệu đồng/lượng (mua vào) và 36,8 triệu đồng/lượng (bán ra). So với cuối giờ giao dịch hôm qua, giá vàng miếng SJC tại doanh nghiệp này hiện giảm 20.000 đồng/lượng."
"Giá vàng miếng, USD tự do và ngân hàng cùng giảm",06/04/2018 11:44,"Tuần này, giá USD tự do dao động trong khoảng từ 22.800-22.820 đồng, tiếp tục thấp hơn giá USD ngân hàng...",http://vneconomy.vn/gia-vang-mieng-usd-tu-do-va-ngan-hang-cung-giam-20180406113231022.htm,"Lúc gần 11h trưa nay, Tập đoàn DOJI niêm yết giá vàng SJC cho thị trường Hà Nội ở mức 36,65 triệu đồng/lượng (mua vào) và 36,73 triệu đồng/lượng (bán ra). So với cùng thời điểm của ngày qua, giá vàng SJC tại doanh nghiệp này hiện giảm 30.000-40.000 đồng/lượng."
"Giá vàng và USD tự do chững, USD ngân hàng giảm khá mạnh",09/04/2018 11:20,Thị trường đang chờ đợi bài phát biểu của Chủ tịch Trung Quốc Tập Cận Bình tại Diễn đàn Bác Ngao vào ngày thứ Ba...,http://vneconomy.vn/gia-vang-va-usd-tu-do-chung-usd-ngan-hang-giam-kha-manh-20180409111514602.htm,"Lúc hơn 10h trưa nay (9/4), Tập đoàn DOJI niêm yết giá vàng SJC cho thị trường Hà Nội ở mức 36,72 triệu đồng/lượng (mua vào) và 36,8 triệu đồng/lượng (bán ra). So với sáng hôm qua, giá vàng SJC tại doanh nghiệp này hiện tăng 40.000 đồng/lượng ở chiều mua vào và tăng 30.000 đồng/lượng ở chiều bán ra."
"Ngân sách quý 1: Thu nội địa tăng, thu xuất nhập khẩu giảm",09/04/2018 15:43,"Thu nội địa trong tháng 3 ước 81 nghìn tỷ đồng; luỹ kế thu quý 1 đạt 253,1 nghìn tỷ đồng, bằng 23% dự toán, tăng 7,2% so cùng kỳ năm 2017...",http://vneconomy.vn/ngan-sach-quy-1-thu-noi-dia-tang-thu-xuat-nhap-khau-giam-20180409083012988.htm,"Về dầu thô, số thu trong tháng 3 ước 4,39 nghìn tỷ đồng; luỹ kế thu quý 1 đạt 13,2 nghìn tỷ đồng, bằng 36,9% dự toán, tăng 13,9% so cùng kỳ năm 2017. Thu từ dầu thô đạt cao là do giá dầu thô trên thị trường thế giới từ cuối tháng 12/2017 đến nay duy trì ở mức khả quan; giá dầu thanh toán khoảng 67,2 USD/thùng, tăng 17,2 USD/thùng so với dự toán."
PVcomBank huy động 10.243 tỷ qua một chương trình khuyến mại,10/04/2018 08:11,Lượng vốn huy động này đạt được sau 13 tuần triển khai với hơn 9.000 khách hàng tham gia...,http://vneconomy.vn/pvcombank-huy-dong-10243-ty-qua-mot-chuong-trinh-khuyen-mai-20180409222714006.htm,"Chương trình trên diễn ra từ 25/12/2017 - 24/3/2018, thời điểm thị trường ở mùa cao điểm thanh toán và chi trả trong năm."
"Sacombank, Eximbank và một khác biệt",10/04/2018 16:39,"Sacombank và Eximbank có câu chuyện riêng, với những kế hoạch khác biệt...",http://vneconomy.vn/sacombank-eximbank-va-mot-khac-biet-20180410023853921.htm,"Trong hoạt động ngân hàng tại Việt Nam, nguồn vốn huy động có kỳ hạn trên 5 năm được tính vào vốn cấp 2, một cấu phần để cân đối hệ số an toàn vốn (CAR). CAR mỏng nếu ngã thì đau, muốn đệm dày lên phải tăng vốn. Thông thường, khi khó hoặc không thể gia tăng vốn cấp 1, do bối cảnh thị trường hoặc do vấn đề nội tại, thì vốn cấp 2 có độ co giãn và linh hoạt hơn."
Bamboo Airways rầm rộ chiêu mộ nhân sự,08/04/2018 16:43,"Bamboo Airways thông báo tuyển dụng gần 600 vị trí ở nhiều lĩnh vực khác nhau, từ an ninh, kỹ thuật, dịch vụ, khai thác, bảo dưỡng, phi công, tiếp viên...",http://vneconomy.vn/bamboo-airways-ram-ro-chieu-mo-nhan-su-20180408164309699.htm,"Bamboo Airways có hướng đi hoàn toàn khác so với các hãng bay trong nước. Thay vì tập trung vào các thành phố lớn vốn có cơ sở hạ tầng hàng không đã phát triển, Bamboo Airways tập trung khai thác thị trường ngách, bao gồm các tuyến bay thẳng từ quốc tế và trong nước tới các điểm du lịch mới nổi của Việt Nam."
"TS. Lương Hoài Nam: Mỗi năm thu hàng tỷ đô từ khách Trung Quốc, sao lại bài xích họ?",12/04/2018 18:29,"""Quả thực là có những vấn đề về tâm lý, tư tưởng cần được giải tỏa""...",http://vneconomy.vn/ts-luong-hoai-nam-moi-nam-thu-hang-ty-do-tu-khach-trung-quoc-sao-lai-bai-xich-ho-20180412110711624.htm,"Nếu một thị trường du lịch rất lớn ngay sát nước  ta và đối tượng du khách dễ tính hơn nhiều so với ""Tây"" mà chúng ta chưa khai  thác tốt được, làm sao hy vọng sẽ tăng mạnh được các nguồn du khách ""Tây""?"
Xuất khẩu rau quả Việt phụ thuộc vào Trung Quốc ngày càng lớn,09/04/2018 14:13,"Thị phần của các quốc gia nhập khẩu rau quả của Việt Nam nhiều nhất đều giảm, trừ Trung Quốc ...",http://vneconomy.vn/xuat-khau-rau-qua-viet-phu-thuoc-vao-trung-quoc-ngay-cang-lon-20180409131250633.htm,"Tuy nhiên, điểm đáng chú ý trong báo cáo lần này của Bộ Nông nghiệp và Phát triển Nông thôn chính là thị phần xuất khẩu mặt hàng này. Theo đó, mặc dù giá trị nhập  khẩu rau quả từ 9 thị trường lớn đều tăng so với cùng kỳ năm 2017, tuy nhiên thị phần của 8/9 quốc gia đều giảm, chỉ duy nhất ở thị trường Trung Quốc là  tăng."
Căng thẳng thương mại Mỹ - Trung: “Xuất khẩu Việt Nam có thể gặp khó”,10/04/2018 19:22,Việt Nam có thể sẽ bị xếp chung vào một nhóm với Trung Quốc và gặp phải nhiều khó khăn hơn trong việc cải thiện quy mô và chất lượng xuất khẩu của mình...,http://vneconomy.vn/cang-thang-thuong-mai-my-trung-xuat-khau-viet-nam-co-the-gap-kho-20180410174047081.htm,"Điều này càng đặc biệt  đáng lo ngại khi Mỹ đang là thị trường xuất khẩu số một của Việt Nam"", TS  Nguyễn Đức Thành, Viện trưởng VEPR, nhấn mạnh."
Xuất khẩu cao su quý 1: Lượng tăng nhưng kim ngạch giảm,09/04/2018 21:17,"Tháng 3/2018, xuất khẩu cao su ước đạt 90 nghìn tấn, trị giá đạt 136 triệu USD, tăng 37% về lượng nhưng giảm 1,3% về trị giá so với tháng 3/2017...",http://vneconomy.vn/xuat-khau-cao-su-quy-1-luong-tang-nhung-kim-ngach-giam-20180409085648567.htm,"Trung Quốc, Ấn Độ, và Malaysia tiếp tục là 3 thị trường tiêu thụ cao su lớn nhất của Việt Nam chiếm thị phần lần lượt 53,4%, 8,4% và 6,9%. Các thị trường có giá trị xuất khẩu cao su tăng mạnh là Ấn Độ (gấp 3,8 lần), Malaysia (29%) và Indonesia (18,1%)."
Chôm chôm Việt Nam rộng đường sang New Zealand,11/04/2018 10:07,Việt Nam hiện là quốc gia đầu tiên được phép xuất khẩu chôm chôm sang New Zealand. ...,http://vneconomy.vn/chom-chom-viet-nam-rong-duong-sang-new-zealand-20180410172139466.htm,"Như vậy, Việt Nam hiện là quốc gia đầu tiên được phép xuất khẩu chôm chôm sang New Zealand. Đây cũng là loại trái cây thứ ba của Việt Nam tiếp cận thị trường này. Trước đó, trong năm 2011 và 2014, New Zealand cũng lần lượt cấp phép xuất khẩu cho quả thanh long và xoài của Việt Nam."
Thu hút FDI nhìn từ vai trò của hệ thống truyền tải điện quốc gia,11/04/2018 10:34,"Trong những năm gần đây, đầu tư nước ngoài vào Việt Nam liên tục tăng nhanh, nhiều khu công nghiệp có quy mô lớn, yêu cầu cung cấp điện tăng cao...",http://vneconomy.vn/thu-hut-fdi-nhin-tu-vai-tro-cua-he-thong-truyen-tai-dien-quoc-gia-20180411102517357.htm,"Ông Đặng Phan Tường, Chủ tịch Hội đồng thành viên EVNNPT cho biết,  đảm bảo truyền tải điện an toàn, liên tục, ổn định cho các hoạt động kinh tế, chính trị, xã hội, an ninh, quốc phòng và thị trường điện Việt Nam là sứ mệnh của Tổng công ty Truyền tải điện Quốc gia. "
"""Miếng bánh"" 20 tỷ USD và cách để du khách nâng chi tiêu lên 1.080 USD/người",16/04/2018 19:30,Hội đồng tư vấn Du lịch kiến nghị cần phải tìm cách tăng chi tiêu trực tiếp bình quân khách du lịch từ 860 USD/người (năm 2016) lên mức 1.080 USD/người...,http://vneconomy.vn/mieng-banh-20-ty-usd-va-cach-de-du-khach-nang-chi-tieu-len-1080-usd-nguoi-20180416183942886.htm,Hội đồng Tư vấn du lịch và Ban Nghiên cứu phát triển kinh tế tư nhân cho rằng cần có biện pháp để thay đổi cơ cấu khách du lịch quốc tế đến Việt Nam để hướng đến những thị trường mà khách du lịch có khả năng chi tiêu cao hơn.
"Hơn 4000 vụ vi phạm một tuần: Nóng thuốc ung thư ""bột than tre""",16/04/2018 08:29,Cục Quản lý thị trường đã phát hiện xử lý 4.015 vụ vi phạm trong một tuần làm việc...,http://vneconomy.vn/hon-4000-vu-vi-pham-mot-tuan-nong-thuoc-ung-thu-bot-than-tre-20180414084558023.htm,"Cụ thể, các vụ việc điển hình như, ngày 12/4 và 13/4/2018 Cục Quản lý thị trường chỉ đạo và làm việc với Chi cục Quản lý thị trường Hải Phòng về việc kiểm tra, xử lý đối với cơ sở sản xuất mỹ phẩm, thực phẩm chức năng do bà Đào Thị Chúc quản lý tại ngõ Đại Tu, (P.Ngọc Sơn, Q.Kiến An, Hải Phòng). "
Giá dầu lập đỉnh mới do xung đột ở Trung Đông,12/04/2018 08:53,Giá dầu thế giới đã thiết lập những mức đỉnh mới trong phiên giao dịch ngày thứ Tư do căng thẳng địa chính trị...,http://vneconomy.vn/gia-dau-lap-dinh-moi-do-xung-dot-o-trung-dong-20180412083111542.htm,"Vào đầu phiên giao dịch, giá dầu thô Brent, giá tham chiếu của thị trường dầu lửa toàn cầu, có lúc đạt mức cao nhất trong hơn 3 năm. Tổng thống Mỹ Donald Trump đăng một dòng trạng thái trên mạng xã hội Twitter cảnh báo Nga ""chuẩn bị sẵn sàng"" cho một cuộc tấn công tên lửa Mỹ vào Syria."
Duy trì và phát triển giá trị thương hiệu Việt bằng cách nào?,15/04/2018 11:14,Câu hỏi đặt ra là làm thế nào để thương hiệu không chỉ bền vững mà còn phát triển giá trị trong bối cảnh cạnh tranh toàn cầu gay gắt và tốc độ số hóa nhanh chóng...,http://vneconomy.vn/duy-tri-va-phat-trien-gia-tri-thuong-hieu-viet-bang-cach-nao-20180413095107854.htm,"Trong bối cảnh số hóa  và toàn cầu hóa ngày nay, thương hiệu phải có tầm nhìn toàn cầu. ""Toàn cầu  hoá"" không có nghĩa là một thị trường vật lý toàn cầu như quan niệm truyền  thống, nhưng có thể là thâm nhập thị trường mạng toàn cầu. "
Doanh nghiệp Việt - Hàn tìm đường bén duyên,16/04/2018 15:06,"Thị trường trong nước ngày càng chật hẹp, nhiều doanh nghiệp Việt nhận thấy ""ra nước ngoài"" không chỉ là cơ hội mà còn là con đường sống còn...",http://vneconomy.vn/doanh-nghiep-viet-han-tim-duong-ben-duyen-20180416102052401.htm,"Trong suốt hội nghị, nhiều doanh nghiệp Việt Nam và Hàn Quốc đã giới thiệu về công ty, ngành nghề sản xuất, kinh doanh và mong muốn hợp tác liên doanh, liên kết về xuất nhập khẩu giữa hai bên. Kết quả hai bên đã đạt được những thỏa thuận ban đầu. Phía doanh nghiệp Hàn Quốc đã mời các doanh nghiệp Việt Nam đi thăm nhà máy sản xuất và kí hợp đồng phân phối sản phẩm tại thị trường Việt Nam. "
Thương hiệu doanh nghiệp Việt: Sự đổi thay bắt đầu từ lãnh đạo,15/04/2018 11:27,Khi những ý tưởng bóng bẩy từ bộ phận marketing được xem như khoản đầu tư hiệu quả...,http://vneconomy.vn/thuong-hieu-doanh-nghiep-viet-su-doi-thay-bat-dau-tu-lanh-dao-20180413094010448.htm,"Ở thị trường khi việc cạnh tranh thường xoay quanh việc giảm giá đối với các sản phẩm không có thương hiệu, các doanh nghiệp Việt Nam đang dần trở nên quan tâm hơn tới sức mạnh của thương hiệu trong việc thu hút người tiêu dùng và mang lại lợi nhuận lớn hơn đối với các khoản đầu tư của họ. Các doanh nghiệp nhận ra rằng thay vì cạnh tranh bằng cách làm hao mòn lẫn nhau, họ có thể tăng nguồn thu thông qua việc đầu tư vào thương hiệu của mình."
Thủ tướng: Phải giảm chi phí logistics,16/04/2018 21:33,"Thủ tướng nêu vấn đề rằng chi phí logistics chiếm tỷ trọng lớn liệu có nhấn con tàu kinh doanh, tính cạnh tranh xuống thấp?...",http://vneconomy.vn/thu-tuong-phai-giam-chi-phi-logistics-20180416185535744.htm,"Phát triển thị trường dịch vụ logistics lành mạnh, tạo cơ hội bình đẳng cho các doanh nghiệp thuộc mọi thành phần kinh tế, khuyến khích thu hút vốn đầu tư trong và ngoài nước phù hợp."
Người lao động Nhật được tăng lương mạnh nhất 2 thập kỷ,17/04/2018 08:07,Người lao động Nhật Bản đang được hưởng đợt tăng lương mạnh nhất kể từ năm 1998...,http://vneconomy.vn/nguoi-lao-dong-nhat-duoc-tang-luong-manh-nhat-2-thap-ky-20180416211313102.htm,"Các công ty Nhật tích cực hưởng ứng lời kêu gọi trên, chủ yếu bởi họ cần đảm bảo nhân lực để cạnh tranh trên thị trường toàn cầu. Nhiều công ty thậm chí còn đang dịch chuyển khỏi mô hình tính lương dựa trên thâm niên công tác và tăng ngay lương khởi điểm cho người lao động."
Trung Quốc mua trái phiếu kho bạc Mỹ mạnh nhất 6 tháng,17/04/2018 08:00,"Một sự phản ánh sức hấp dẫn của tài sản Mỹ, dù căng thẳng gia tăng giữa hai nền kinh tế lớn nhất thế giới...",http://vneconomy.vn/trung-quoc-mua-trai-phieu-kho-bac-my-manh-nhat-6-thang-20180417072113102.htm,"Trong tháng 2, dự trữ ngoại hối của Trung Quốc giảm nhẹ, đánh dấu tháng giảm đầu tiên trong hơn 1 năm, do ảnh hưởng của biến động mạnh trên thị trường tài chính toàn cầu. Tuy nhiên, trong vòng 1 năm qua, tỷ giá đồng Nhân dân tệ đã tăng khoảng 10%, khi các biện pháp kiểm soát vốn chặt chẽ hơn phát huy tác dụng hạn chế dòng vốn chảy khỏi Trung Quốc."
Mỹ cấm doanh nghiệp trong nước bán linh kiện cho công ty  ZTE Trung Quốc,17/04/2018 11:14,Bộ Thương mại Mỹ ngày 16/4 tuyên bố cấm các công ty nước này bán linh kiện cho ZTE trong 7 năm...,http://vneconomy.vn/my-cam-doanh-nghiep-trong-nuoc-ban-linh-kien-cho-cong-ty-zte-trung-quoc-20180417101144622.htm,Cổ phiếu của ZTE tại thị trường Hồng Kông và Thẩm Quyến bị tạm ngừng giao dịch vào ngày 17/4. Công ty cho biết đang đánh giá ảnh hưởng đối với quyết định của Mỹ.
"Ông Trump tố Trung Quốc, Nga phá giá đồng tiền",17/04/2018 10:40,"“Nga và Trung Quốc đang chơi trò phá giá đồng tiền trong khi Mỹ tăng lãi suất”, ông Trump viết trên Twitter...",http://vneconomy.vn/ong-trump-to-trung-quoc-nga-pha-gia-dong-tien-2018041709253176.htm,"Từ trước và sau khi lên cầm quyền, ông Trump không ngừng chỉ trích Trung Quốc về thặng dư thương mại khổng lồ của nước này với Mỹ, đồng thời đòi Bắc Kinh mở cửa thị trường rộng hơn cho vốn đầu tư của Mỹ."
"Giá vàng miếng tuột 37 triệu đồng/lượng, USD tự do và ngân hàng giảm nhanh",17/04/2018 12:16,"Giá USD tự do tiếp tục giảm sâu hơn dưới mốc 22.800 đồng, trong khi giá USD ngân hàng sụt về sát mốc này...",http://vneconomy.vn/gia-vang-mieng-tuot-37-trieu-dong-luong-usd-tu-do-va-ngan-hang-giam-nhanh-20180417112934465.htm,"Lúc gần 11h trưa nay, Tập đoàn DOJI niêm yết giá vàng SJC cho thị trường Hà Nội ở mức 36,88 triệu đồng/lượng (mua vào) và 36,98 triệu đồng/lượng (bán ra). So với cùng thời điểm hôm qua, giá vàng SJC tại doanh nghiệp này hiện giảm khoảng 50.000 đồng/lượng."
Kinh tế Trung Quốc tiếp tục tăng trưởng mạnh,17/04/2018 12:18,"Nền kinh tế lớn thứ nhì thế giới đạt tốc độ tăng trưởng 6,8% trong quý 1/2018...",http://vneconomy.vn/kinh-te-trung-quoc-tiep-tuc-tang-truong-manh-20180417104743777.htm,"Các nhà phân tích của ngân hàng UBS cho rằng hoạt động đầu tư bất động sản và cơ sở hạ tầng của Trung Quốc có thể giảm trong 6 tháng cuối năm nay. Tuy nhiên, UBS cho rằng, đầu tư tăng vào ngành chế tạo, tiêu dùng tăng trưởng tốt, và nhu cầu vững của thị trường bên ngoài sẽ giúp hạn chế bớt những ảnh hưởng bất lợi đối với kinh tế Trung Quốc."
Thế giới lúng túng khi Trung Quốc dừng nhập rác,17/04/2018 17:05,"Trong suốt nhiều thập niên, Trung Quốc là nước nhập khẩu phế liệu lớn nhất thế giới...",http://vneconomy.vn/the-gioi-lung-tung-khi-trung-quoc-dung-nhap-rac-20180417154018325.htm,"Hãng tin CNBC dẫn lời giới chuyên gia cho biết, hơn 3 tháng sau khi lệnh cấm của Trung Quốc được thực thi, các quốc gia xuất khẩu phế liệu vẫn đang loay hoay tìm thị trường thay thế."
Triển vọng lợi nhuận giúp chứng khoán Mỹ tăng liền hai phiên,18/04/2018 07:20,Kỳ vọng lợi nhuận cao và những dữ liệu kinh tế khả quan đã giúp chứng khoán Mỹ tăng trong phiên ngày thứ Ba...,http://vneconomy.vn/trien-vong-loi-nhuan-giup-chung-khoan-my-tang-lien-hai-phien-20180418065332542.htm,"""Bức tranh chung là khả quan, khi nói về lợi nhuận ở tất cả các nhóm ngành. Chương trình cải tổ thuế đang mang lại kết quả tốt"", bà Kristina Hooper, chiến lược gia trưởng thị trường toàn cầu thuộc Invesco ở New York, phát biểu."
"Tổng giám đốc IMF: Chống rủi ro tiền ảo, nhưng đừng bóp nghẹt sáng tạo",17/04/2018 17:06,Bà Lagarde cho rằng cần “phân biệt rõ giữa những nguy cơ thực sự và những mối lo ngại không cần thiết” về tiền ảo...,http://vneconomy.vn/tong-giam-doc-imf-chong-rui-ro-tien-ao-nhung-dung-bop-nghet-sang-tao-20180417161449796.htm,"Trên thế giới hiện có khoảng 1.500 đồng tiền kỹ thuật số, với tổng giá trị vốn hóa thị trường ước tính khoảng 300 tỷ USD. Giá trị này tương đương khoảng 4,5% dự trữ ngoại hối toàn cầu và lớn hơn dự trữ của Singapore - kho dự trữ ngoại hối lớn thứ 12 thế giới, đạt khoảng 282 tỷ USD."
Tiếp tục ''hút'' vốn  FDI vào Việt Nam bằng cách nào?,14/04/2018 11:58,"Không thu hút các dự án tiềm ẩn ô nhiễm môi trường, tiêu tốn năng lượng, công nghệ lạc hậu và sử dụng không hiệu quả đất đai, tài nguyên...",http://vneconomy.vn/tiep-tuc-hut-von-fdi-vao-viet-nam-bang-cach-nao-20180413100416573.htm,"Vì vậy, tôi chắc chắn rằng trong thời gian  tới các nhà đầu tư nước ngoài sẽ tiếp tục tin tưởng lựa chọn và hướng đến Việt  Nam, coi Việt Nam là một thị trường đầu tư hấp dẫn và nhiều tiềm năng."
Ba thách thức lớn trong thu hút vốn FDI vào Việt Nam,14/04/2018 12:01,"3 thách thức chủ yếu cần giải quyết để giảm chi phí cho doanh nghiệp, tạo cơ hội để dòng vốn đầu tư trực tiếp nước ngoài tiếp tục đổ về...",http://vneconomy.vn/ba-thach-thuc-lon-trong-thu-hut-von-fdi-vao-viet-nam-20180413101438105.htm,"Nhờ đó, chúng ta có  thể chứng kiến một nền kinh tế phát triển toàn diện, dần đạt được đẳng cấp của  các quốc gia hàng đầu trong khu vực và ngày càng gia tăng kết nối với thị trường  toàn cầu. Đây cũng là xu hướng trong những năm gần đây. "
Chứng khoán sáng 4/4: Thách thức 1200 điểm,04/04/2018 12:06,VN-Index một lần nữa tiến tới 1200 điểm trước khi tụt nhẹ xuống...,http://vneconomy.vn/chung-khoan-sang-4-4-thach-thuc-1200-diem-20180404120137464.htm,"Thanh khoản sáng nay không mạnh thêm được mặc dù thị trường  tăng khá tốt. Tổng giá trị khớp lệnh hai sàn đạt 4.252,3 tỷ đồng, giảm nhẹ 3%  so với sáng hôm qua. Tuy thế đáng chú ý là thanh khoản giảm khá nhiều ở rổ  VN30, giá trị khớp chỉ đạt 2.020,5 tỷ đồng, giảm 15% so với sáng phiên trước. Nhóm  ngân hàng hay VNM, SSI, HPG đều giảm thanh khoản, trong khi NVL tăng mạnh."
"Chứng khoán chiều 4/4: VNM ""nai lưng"" cân chỉ số",04/04/2018 16:47,Thị trường đã không thể tiến triển tốt hơn trong phiên chiều mà còn yếu đi. Hàng loạt blue-chip hạ độ cao và trong nhóm trụ chỉ có VNM là đột biến so với phiên sáng...,http://vneconomy.vn/chung-khoan-chieu-4-4-vnm-nai-lung-can-chi-so-20180404164457323.htm,"VNM là cổ phiếu duy nhất bùng nổ chiều nay và bùng nổ mạnh  nhất đúng thời điểm thị trường tụt dốc nhanh nhất. Đó là khoảng 15 phút trước  khi kết thúc đợt khớp lệnh liên tục, VN-Index rơi thẳng xuống 1189,46 điểm, chỉ  cách tham chiếu hơn 1 điểm thì VNM bùng nổ từ 195.500 đồng lên 200.000 đồng và  đóng cửa vẫn chốt được giá này."
Blog chứng khoán: Rung lắc mạnh tái diễn?,04/04/2018 17:03,Bối cảnh bên ngoài đang lộn xộn hơn bình thường có thể tác động đến tâm lý chung đúng lúc nhiều cổ phiếu trụ đang ở đỉnh cao...,http://vneconomy.vn/blog-chung-khoan-rung-lac-manh-tai-dien-20180404164912323.htm,"Hôm nay thị trường tăng mạnh thì hợp lý hơn và đúng logic  tâm lý hơn vì thị trường Mỹ tăng tốt, không thủng mức kỹ thuật quan trọng. Thế  nhưng áp lực bán lại tăng lên rất đáng kể là điều không bình thường."
"S&P 500 thoát hiểm, chứng khoán Mỹ hồi phục",04/04/2018 07:51,Kỳ vọng về một mùa báo cáo kết quả kinh doanh khả quan đã đưa S&P 500 lấy lại ngưỡng hỗ trợ quan trọng...,http://vneconomy.vn/sp-500-thoat-hiem-chung-khoan-my-hoi-phuc-20180404065434848.htm,"""Đã có lúc tưởng chừng như lực bán lại khi ngưỡng hỗ trợ này bị xuyên thủng, nhưng điều đó đã không xảy ra. Những yếu tố nền tảng đang nâng đỡ thị trường. Chúng ta đang ở rất gần mùa báo cáo kết quả kinh doanh. Các báo cáo tài chính có thể giúp thị trường tăng điểm mạnh"", ông Bucky Hellwig, Phó chủ tịch cấp cao thuộc BB&T Wealth Management, nhận định."
"Nhận định chứng khoán ngày 5/4: ""Áp lực bán vẫn mạnh""",04/04/2018 21:09,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 5/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-5-4-ap-luc-ban-van-manh-20180404205828322.htm,"""Sự luân phiên tăng điểm giữa các cổ phiếu vốn hóa lớn đang giúp giữ nhịp thị trường. Trong thời gian tới, dòng tiền dự kiến sẽ phân hóa và tập trung ở nhóm cổ phiếu có thông tin tích cực từ báo cáo kết quả kinh doanh quý 1 và mùa đại hội cổ đông""."
Blog chứng khoán: Dòng tiền nguội lạnh,05/04/2018 16:43,Tâm lý được giải tỏa nhưng thị trường vẫn không có dòng tiền mạnh để chớp cơ hội bùng nổ...,http://vneconomy.vn/blog-chung-khoan-dong-tien-nguoi-lanh-20180405163706421.htm,Hôm nay thêm một dấu hiệu nữa rằng thị trường đang vận động  trên cơ sở cung cầu tự nhiên. Tâm lý hào hứng (nếu có) đã không đi cùng sức mạnh  của dòng tiền và kết cục là một ngày lình xình.
"Tháng 3, giá trị vốn hóa của HNX tăng 1,12% so với tháng trước",04/04/2018 22:06,"Tính đến thời điểm cuối tháng 3 tổng số chứng khoán niêm yết tại HNX là 386 mã cổ phiếu, với tổng khối lượng niêm yết đạt hơn 12 tỷ cổ phiếu...",http://vneconomy.vn/thang-3-gia-tri-von-hoa-cua-hnx-tang-112-so-voi-thang-truoc-20180404160653181.htm,"Như vậy, tính đến thời điểm cuối tháng 3 tổng số chứng khoán niêm yết tại HNX là 386 mã cổ phiếu, với tổng khối lượng niêm yết đạt hơn 12 tỷ cổ phiếu, tương ứng tổng giá trị niêm yết toàn thị trường đạt hơn 120,7 nghìn tỷ đồng."
"Chứng khoán sáng 5/4: Thị trường ỉu xìu, thanh khoản sụt giảm",05/04/2018 12:02,Cú lội ngược dòng ngoạn mục của thị trường chứng khoán Mỹ đêm qua lại hầu như không giúp được thị trường Việt Nam hào hứng hơn trong sáng nay...,http://vneconomy.vn/chung-khoan-sang-5-4-thi-truong-iu-xiu-thanh-khoan-sut-giam-20180405120121649.htm,"VN-Index đạt đỉnh 1199,15 điểm ngày 2 phút đầu tiên của đợt  khớp lệnh liên tục, tăng 0,64% so với tham chiếu. Tuy nhiên đó là những phút  huy hoàng ngắn ngủi, vì từ đó trở đi, thị trường bắt đầu đuối dần và càng lúc  càng giảm nhiều hơn. Phải đến 11h các chỉ số mới chạm đáy và nhúc nhắc phục hồi."
Hơn 25.000 tài khoản chứng khoán phái sinh được mở,05/04/2018 17:42,"Tại thời điểm cuối quý 1/2018, có các hợp đồng đang giao dịch đáo hạn vào tháng 4, tháng 5, tháng 6 và tháng 9/2018...",http://vneconomy.vn/hon-25000-tai-khoan-chung-khoan-phai-sinh-duoc-mo-20180405173153229.htm,"Nhìn chung, hoạt động giao dịch tăng trưởng mạnh ở tất cả các chỉ tiêu. Tổng khối lượng giao dịch trên thị trường phái sinh trong quý 1/2018 đạt 1.350.182 hợp đồng, tương ứng giá trị giao dịch (theo quy mô danh nghĩa hợp đồng) đạt hơn 146.127,15 tỷ đồng. "
"CPI tăng mạnh tháng Tết, Bộ Tài chính yêu cầu không tăng giá loạt dịch vụ",06/03/2018 17:06,"Bộ Tài chính yêu cầu trong quý 1/2018 không tăng giá các mặt hàng, dịch vụ như dịch vụ khám bệnh chữa bệnh, giáo dục, trông giữ xe, tham quan du lịch, lưu trú...",http://vneconomy.vn/cpi-tang-manh-thang-tet-bo-tai-chinh-yeu-cau-khong-tang-gia-loat-dich-vu-20180306164327149.htm,"Công văn nêu rõ, chỉ số giá tiêu dùng (CPI) bình quân hai tháng đầu năm 2018 đã tăng 2,9%. Để thực hiện được mục tiêu kiểm soát lạm phát, với chỉ số giá tiêu dùng CPI bình quân năm 2018 khoảng 4%, Bộ Tài chính đề nghị Uỷ ban nhân dân các tỉnh, thành phố trực thuộc Trung ương tiếp tục theo dõi sát diễn biến cung cầu, thị trường, giá cả, thực hiện các giải pháp bảo đảm cân đối cung cầu nhằm bình ổn thị trường, giá cả nhất là những mặt hàng thiết yếu phục vụ nhu cầu tiêu dùng của người dân nhất là trong thời gian các tháng tiếp theo, đặc biệt là đối với các mặt hàng lương thực, thực phẩm...để kịp thời chỉ đạo và có biện pháp xử lý, tránh để xảy ra hiện tượng tăng giá bất hợp lý, tung tin thất thiệt gây bất ổn thị trường."
